Book,Genres
"Cut & Run (Cut & Run, #1)","['M M Romance', 'Romance', 'Mystery', 'Contemporary', 'LGBT', 'Crime', 'Thriller']"
Imagined Communities: Reflections on the Origin and Spread of Nationalism,"['History', 'Nonfiction', 'Politics', 'Sociology', 'Philosophy', 'Anthropology', 'Theory']"
Autobiography of Red,"['Poetry', 'Fiction', 'Mythology', 'LGBT', 'Fantasy', 'Queer', 'Classics']"
Jassy,"['Historical Fiction', 'Fiction', 'Gothic', 'Historical', 'Horror', 'British Literature', 'Fantasy']"
The Stone Angel,"['Fiction', 'Canada', 'Classics', 'Canadian Literature', 'Literature', 'Historical Fiction', 'Literary Fiction']"
Basic Economics: A Citizen's Guide to the Economy,"['Economics', 'Nonfiction', 'Business', 'Politics', 'Finance', 'History', 'Audiobook']"
Faith,"['Fiction', 'Religion', 'Adult Fiction', 'Contemporary', 'Literary Fiction', 'Family', 'Adult']"
The Legend of Sleepy Hollow,"['Classics', 'Horror', 'Fiction', 'Short Stories', 'Fantasy', 'Gothic', 'Audiobook']"
Lights on a Ground of Darkness: An Evocation of a Place and Time,"['Poetry', 'Memoir', 'Nonfiction', 'Biography']"
The Home and the World,"['Fiction', 'Classics', 'India', 'Literature', 'Indian Literature', 'Historical Fiction', 'Asia']"
"To Say Nothing of the Dog (Oxford Time Travel, #2)","['Science Fiction', 'Time Travel', 'Fiction', 'Historical Fiction', 'Fantasy', 'Humor', 'Mystery']"
"Fuzzy Nation (Fuzzy Sapiens, #7)","['Science Fiction', 'Fiction', 'Audiobook', 'Fantasy', 'Humor', 'Aliens', 'Science Fiction Fantasy']"
Atlas Shrugged & The Fountainhead,"['Fiction', 'Classics', 'Philosophy', 'Politics', 'Literature', 'Novels', 'American']"
Six Degrees: Our Future on a Hotter Planet,"['Nonfiction', 'Science', 'Climate Change', 'Environment', 'Sustainability', 'Global Warming', 'Nature']"
"The Hazel Wood (The Hazel Wood, #1)","['Fantasy', 'Young Adult', 'Fiction', 'Young Adult Fantasy', 'Fairy Tales', 'Audiobook', 'Mystery']"
All You Need Is Kill,"['Science Fiction', 'Fiction', 'Time Travel', 'Manga', 'War', 'Japan', 'Light Novel']"
"Captain Vorpatril's Alliance (Vorkosigan Saga, #15)","['Science Fiction', 'Fiction', 'Space Opera', 'Romance', 'Science Fiction Fantasy', 'Audiobook', 'Fantasy']"
"The Vor Game (Vorkosigan Saga, #6)","['Science Fiction', 'Space Opera', 'Fiction', 'Hugo Awards', 'Science Fiction Fantasy', 'Fantasy', 'Audiobook']"
"Taken at the Flood (Hercule Poirot, #29)","['Mystery', 'Fiction', 'Crime', 'Classics', 'Mystery Thriller', 'Detective', 'Audiobook']"
Coffin Road,"['Mystery', 'Crime', 'Fiction', 'Thriller', 'Scotland', 'Mystery Thriller', 'Audiobook']"
Get Me Out of Here: My Recovery from Borderline Personality Disorder,"['Psychology', 'Mental Health', 'Memoir', 'Nonfiction', 'Mental Illness', 'Biography', 'Self Help']"
The Trees,"['Historical Fiction', 'Fiction', 'Classics', 'Historical', 'Novels', 'Westerns', 'Nature']"
"Perestroika (Angels in America, #2)","['Plays', 'Drama', 'Theatre', 'LGBT', 'Fiction', 'Queer', 'Classics']"
"Firelight (Firelight, #1)","['Fantasy', 'Young Adult', 'Dragons', 'Romance', 'Paranormal', 'Paranormal Romance', 'Urban Fantasy']"
The Time Machine / The Invisible Man,"['Classics', 'Science Fiction', 'Fiction', 'Fantasy', 'Literature', 'Time Travel', 'Novels']"
"The Princess Plot  (Scandia, #1)","['Young Adult', 'Fiction', 'Mystery', 'Middle Grade', 'Contemporary', 'Childrens', 'Adventure']"
The Shipping News by E. Annie Proulx,"['Fiction', 'Literary Fiction']"
Love Does: Discover a Secretly Incredible Life in an Ordinary World,"['Christian', 'Nonfiction', 'Faith', 'Christianity', 'Self Help', 'Christian Living', 'Religion']"
Wise Children,"['Fiction', 'Magical Realism', 'Historical Fiction', 'Classics', 'British Literature', 'Novels', 'Literature']"
"The Emigrants (The Emigrants, #1)","['Historical Fiction', 'Classics', 'Fiction', 'Swedish Literature', 'Sweden', 'Historical', 'Scandinavian Literature']"
"The Hero and the Crown (Damar, #2)","['Fantasy', 'Young Adult', 'Fiction', 'Dragons', 'Adventure', 'Romance', 'Magic']"
Falling Leaves: The True Story of an Unwanted Chinese Daughter,"['Nonfiction', 'Memoir', 'China', 'Biography', 'History', 'Autobiography', 'Biography Memoir']"
The Strange One,[]
"Bounty (Colorado Mountain, #7)","['Romance', 'Contemporary Romance', 'Contemporary', 'Adult', 'Suspense', 'Music', 'Romantic Suspense']"
Hush Little Children.,[]
The Spanish Tragedy,"['Plays', 'Drama', 'Classics', 'Fiction', 'School', 'Theatre', '16th Century']"
VALIS,"['Science Fiction', 'Fiction', 'Philosophy', 'Religion', 'Science Fiction Fantasy', 'Novels', 'Fantasy']"
Sleeping Murder,"['Mystery', 'Fiction', 'Crime', 'Classics', 'Mystery Thriller', 'Detective', 'British Literature']"
"Shadow's Edge (Night Angel, #2)","['Fantasy', 'Fiction', 'Epic Fantasy', 'Magic', 'High Fantasy', 'Adventure', 'Dark Fantasy']"
"N or M? (Tommy & Tuppence Mysteries, #3)","['Mystery', 'Fiction', 'Crime', 'Classics', 'Detective', 'Mystery Thriller', 'British Literature']"
Liberty and Tyranny: A Conservative Manifesto,"['Politics', 'Nonfiction', 'History', 'Philosophy', 'Political Science', 'American History', 'Economics']"
"A Scandal in Bohemia (The Adventures of Sherlock Holmes, #1)","['Mystery', 'Classics', 'Fiction', 'Crime', 'Short Stories', 'Detective', 'Mystery Thriller']"
"Sandstorm (Sigma Force, #1)","['Thriller', 'Fiction', 'Adventure', 'Mystery', 'Action', 'Science Fiction', 'Mystery Thriller']"
"Lord Foul's Bane (The Chronicles of Thomas Covenant the Unbeliever, #1)","['Fantasy', 'Fiction', 'Science Fiction Fantasy', 'Epic Fantasy', 'Science Fiction', 'High Fantasy', 'Adventure']"
رأيت رام الله,"['Nonfiction', 'Memoir', 'Biography', 'History', 'Politics', 'Literature', 'Autobiography']"
Sculpting in Time,"['Film', 'Nonfiction', 'Art', 'Philosophy', 'Russia', 'Biography', 'Media Tie In']"
The Grass Is Always Greener over the Septic Tank,"['Humor', 'Nonfiction', 'Comedy', 'Memoir', 'Essays', 'Biography', 'Adult']"
The Life and Loves of a She Devil,"['Fiction', 'Feminism', 'Humor', 'Contemporary', 'Classics', 'Literary Fiction', 'Novels']"
Black Heart Blue,"['Young Adult', 'Contemporary', 'Fiction', 'Abuse', 'Realistic Fiction', 'Family', 'Drama']"
Tryst,"['Romance', 'Fiction', 'Fantasy', 'Paranormal', 'Ghosts', 'Historical Fiction', 'Classics']"
"The Return of Tarzan (Tarzan, #2)","['Fiction', 'Classics', 'Adventure', 'Fantasy', 'Pulp', 'Science Fiction', 'Africa']"
"In Search of the Castaways; or the Children of Captain Grant (Captain Nemo, #1)","['Classics', 'Adventure', 'Fiction', 'France', 'Science Fiction', 'French Literature', 'Childrens']"
The Tale of the Unknown Island,"['Fiction', 'Short Stories', 'Portugal', 'Literature', 'Fantasy', 'Portuguese Literature', 'Nobel Prize']"
"Manage Your Day-to-Day: Build Your Routine, Find Your Focus, and Sharpen Your Creative Mind (99U)","['Nonfiction', 'Self Help', 'Business', 'Productivity', 'Personal Development', 'Design', 'Psychology']"
Her Every Fear,"['Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Suspense', 'Audiobook', 'Adult']"
George,"['LGBT', 'Middle Grade', 'Fiction', 'Contemporary', 'Realistic Fiction', 'Young Adult', 'Queer']"
Marvin K. Mooney Will You Please Go Now!,"['Childrens', 'Picture Books', 'Fiction', 'Poetry', 'Classics', 'Humor', 'Fantasy']"
"Witches' Brew (Magic Kingdom of Landover, #5)","['Fantasy', 'Fiction', 'Science Fiction Fantasy', 'Magic', 'Epic Fantasy', 'Adventure', 'Dragons']"
"The Sky-Liners (The Sacketts, #11)","['Westerns', 'Fiction', 'Historical Fiction', 'Adventure', 'Action', 'Audiobook', 'Adult Fiction']"
The Space Between,"['Young Adult', 'Fantasy', 'Paranormal', 'Angels', 'Demons', 'Romance', 'Urban Fantasy']"
The Family,"['Historical Fiction', 'Fiction', 'Historical', 'Italy', 'Crime', 'Thriller', 'Classics']"
Where Late the Sweet Birds Sang,"['Science Fiction', 'Fiction', 'Post Apocalyptic', 'Dystopia', 'Hugo Awards', 'Speculative Fiction', 'Science Fiction Fantasy']"
The Collected Poems of Alberto Caeiro,"['Poetry', 'Classics', 'Portugal', 'Portuguese Literature', 'Literature', '20th Century', 'Fiction']"
Selected Stories,"['Classics', 'Short Stories', 'Fiction', 'Literature', 'American', 'Humor', 'Anthologies']"
"The Lying Game (The Lying Game, #1)","['Young Adult', 'Mystery', 'Contemporary', 'Fiction', 'Romance', 'Thriller', 'Chick Lit']"
"Night Pleasures (Dark-Hunter, #1)","['Romance', 'Paranormal', 'Paranormal Romance', 'Fantasy', 'Vampires', 'Urban Fantasy', 'Adult']"
Dream Man,"['Romance', 'Romantic Suspense', 'Suspense', 'Contemporary', 'Contemporary Romance', 'Paranormal', 'Mystery']"
Sins Sity Stories,[]
To the Moon and Back,"['Chick Lit', 'Romance', 'Fiction', 'Contemporary', 'Contemporary Romance', 'Adult', 'British Literature']"
"The Cold Moon (Lincoln Rhyme, #7)","['Mystery', 'Thriller', 'Fiction', 'Crime', 'Mystery Thriller', 'Suspense', 'Detective']"
"Psycho-Cybernetics, A New Way to Get More Living Out of Life","['Self Help', 'Psychology', 'Nonfiction', 'Personal Development', 'Business', 'Philosophy', 'Productivity']"
Your Money or Your Life,"['Finance', 'Nonfiction', 'Personal Finance', 'Money', 'Self Help', 'Business', 'Economics']"
Flaubert's Parrot,"['Fiction', 'Literature', 'British Literature', 'Literary Fiction', 'Novels', 'Contemporary', 'Historical Fiction']"
The Wives,"['Thriller', 'Fiction', 'Mystery', 'Mystery Thriller', 'Audiobook', 'Suspense', 'Adult']"
The Way of All Flesh,"['Classics', 'Fiction', 'Literature', 'Novels', 'British Literature', 'Victorian', 'Historical Fiction']"
Banker to the Poor: Micro-Lending and the Battle Against World Poverty,"['Nonfiction', 'Economics', 'Business', 'Poverty', 'Finance', 'Politics', 'Biography']"
Hondo,"['Westerns', 'Fiction', 'Historical Fiction', 'Classics', 'Adventure', 'Romance', 'Historical']"
The Child Garden,"['Science Fiction', 'Fiction', 'Dystopia', 'Fantasy', 'Speculative Fiction', 'LGBT', 'Science Fiction Fantasy']"
1001 Nights: Illustrated Fairy Tales from One Thousand And One Nights,['Classics']
"Ammie, Come Home (Georgetown, #1)","['Mystery', 'Gothic', 'Fiction', 'Horror', 'Paranormal', 'Romance', 'Ghosts']"
The Ascent of Money: A Financial History of the World,"['History', 'Economics', 'Nonfiction', 'Finance', 'Business', 'Money', 'Politics']"
The Future of Us,"['Young Adult', 'Romance', 'Fiction', 'Contemporary', 'Science Fiction', 'Time Travel', 'Fantasy']"
The Little Friend,"['Fiction', 'Mystery', 'Contemporary', 'Literary Fiction', 'Crime', 'Novels', 'Thriller']"
A Vida Perdida de Eva Braun,"['History', 'Nonfiction', 'Biography', 'World War II', 'War', 'Germany', '20th Century']"
"A World Without Princes (The School for Good and Evil, #2)","['Fantasy', 'Middle Grade', 'Young Adult', 'Romance', 'Magic', 'Fiction', 'Fairy Tales']"
Daybreak: Twilight's Rival,[]
Grit: The Banter and Brutality of the Late-Night Cab,"['Nonfiction', 'True Crime', 'Humor', 'Comedy', 'Biography', 'Memoir', 'Cultural']"
Under Milk Wood,"['Poetry', 'Plays', 'Fiction', 'Classics', 'Drama', 'Theatre', 'Literature']"
"Origin (Robert Langdon, #5)","['Fiction', 'Thriller', 'Mystery', 'Mystery Thriller', 'Audiobook', 'Suspense', 'Adventure']"
The Tuscan Child,"['Historical Fiction', 'Fiction', 'Mystery', 'Italy', 'Historical', 'War', 'World War II']"
"The Opal Deception (Artemis Fowl, #4)","['Fantasy', 'Young Adult', 'Fiction', 'Science Fiction', 'Middle Grade', 'Adventure', 'Childrens']"
"The Sweet Far Thing (Gemma Doyle, #3)","['Fantasy', 'Young Adult', 'Historical Fiction', 'Historical', 'Fiction', 'Romance', 'Paranormal']"
"Red Sister (Book of the Ancestor, #1)","['Fantasy', 'Fiction', 'Adult', 'High Fantasy', 'Magic', 'Young Adult', 'Epic Fantasy']"
"The Wild Robot (The Wild Robot, #1)","['Middle Grade', 'Science Fiction', 'Fiction', 'Fantasy', 'Childrens', 'Animals', 'Audiobook']"
"All Clear (All Clear, #2)","['Science Fiction', 'Time Travel', 'Historical Fiction', 'Fiction', 'Historical', 'Fantasy', 'World War II']"
"The Collapsing Empire (The Interdependency, #1)","['Science Fiction', 'Fiction', 'Space Opera', 'Audiobook', 'Space', 'Science Fiction Fantasy', 'Fantasy']"
The Cat Who Walks Through Walls,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Fantasy', 'Time Travel', 'Speculative Fiction', 'Mystery']"
Reviving Ophelia: Saving the Selves of Adolescent Girls,"['Nonfiction', 'Psychology', 'Feminism', 'Parenting', 'Education', 'Self Help', 'Mental Health']"
"The Siege (The Siege, #1)","['Historical Fiction', 'Fiction', 'Russia', 'World War II', 'Historical', 'War', 'Romance']"
James Agee and Walker Evans Let Us Now Praise Famous Men (Penguin Modern Classics) /anglais,"['Nonfiction', 'History', 'Photography', 'Classics', 'Art', 'Sociology', 'Biography']"
Discourses,"['Philosophy', 'Politics', 'History', 'Classics', 'Nonfiction', 'Political Science', 'Italian Literature']"
An Object of Beauty,"['Fiction', 'Art', 'Contemporary', 'Novels', 'Audiobook', 'New York', 'Adult Fiction']"
The Tibetan Book of Living and Dying,"['Spirituality', 'Buddhism', 'Nonfiction', 'Philosophy', 'Religion', 'Self Help', 'Death']"
"Fire Storm (S.P.I.R.I.T., #1)","['Paranormal', 'Fantasy', 'Romance', 'Horror', 'Paranormal Romance']"
"Tales from Watership Down  (Watership Down, #2)","['Fantasy', 'Fiction', 'Classics', 'Animals', 'Short Stories', 'Young Adult', 'Adventure']"
Life Lessons: Everything You Ever Wished You Had Learned in Kindergarten,[]
"Inescapable (The Premonition, #1)","['Paranormal', 'Angels', 'Fantasy', 'Young Adult', 'Romance', 'Paranormal Romance', 'New Adult']"
Shadowland,"['Horror', 'Fantasy', 'Fiction', 'Thriller', 'Magic', 'Mystery', 'Supernatural']"
"The Last Kingdom (The Saxon Stories, #1)","['Historical Fiction', 'Fiction', 'Historical', 'Fantasy', 'Medieval', 'Adventure', 'Audiobook']"
"Beneath Copper Falls (Rock Harbor, #6)","['Christian Fiction', 'Mystery', 'Romance', 'Suspense', 'Fiction', 'Christian', 'Mystery Thriller']"
"When Life Gives You Lululemons (The Devil Wears Prada, #3)","['Fiction', 'Chick Lit', 'Audiobook', 'Contemporary', 'Adult', 'Adult Fiction', 'Romance']"
Lean Analytics: Use Data to Build a Better Startup Faster,"['Business', 'Nonfiction', 'Entrepreneurship', 'Management', 'Technology', 'Design', 'Buisness']"
Trespass,"['Fiction', 'Mystery', 'France', 'Contemporary', 'Literary Fiction', 'Crime', 'British Literature']"
"Grave Sight (Harper Connelly, #1)","['Mystery', 'Paranormal', 'Fantasy', 'Urban Fantasy', 'Fiction', 'Supernatural', 'Crime']"
"Under Heaven (Under Heaven, #1)","['Fantasy', 'Historical Fiction', 'Fiction', 'Historical', 'Historical Fantasy', 'China', 'Science Fiction Fantasy']"
"The Fionavar Tapestry (The Fionavar Tapestry, #1-3)","['Fantasy', 'Fiction', 'Canada', 'High Fantasy', 'Science Fiction Fantasy', 'Epic Fantasy', 'Arthurian']"
Modern Classics Unconditional Surrender,"['Fiction', 'Classics', 'War', 'Historical Fiction', 'Literature', 'Novels', 'British Literature']"
The Matlock Paper,"['Thriller', 'Fiction', 'Mystery', 'Espionage', 'Suspense', 'Spy Thriller', 'Adventure']"
The Edible Woman,"['Fiction', 'Feminism', 'Canada', 'Classics', 'Contemporary', 'Literary Fiction', 'Novels']"
"Boundaries: When to Say Yes, How to Say No to Take Control of Your Life","['Self Help', 'Nonfiction', 'Psychology', 'Christian', 'Relationships', 'Personal Development', 'Christian Living']"
When Rabbit Howls,"['Nonfiction', 'Psychology', 'Memoir', 'Biography', 'Mental Health', 'Mental Illness', 'Autobiography']"
"The Murders of Richard III (Jacqueline Kirby, #2)","['Mystery', 'Fiction', 'Cozy Mystery', 'Historical Fiction', 'Mystery Thriller', 'Historical', 'British Literature']"
Fast According to Quran & Sunna,['Islam']
The Quincunx,"['Fiction', 'Historical Fiction', 'Mystery', 'Historical', 'Victorian', 'British Literature', 'Gothic']"
Red Storm Rising,"['Fiction', 'Thriller', 'Military Fiction', 'War', 'Action', 'Espionage', 'Suspense']"
"Romance of the Three Kingdoms, Vol. 1 (chapter 1-30)",[]
ZEALOT: The Life and Times of Jesus of Nazareth,"['History', 'Nonfiction', 'Religion', 'Biography', 'Christianity', 'Audiobook', 'Spirituality']"
The Space Between Us,"['Fiction', 'India', 'Historical Fiction', 'Asia', 'Literary Fiction', 'Book Club', 'Contemporary']"
Scum Manifesto,"['Feminism', 'Nonfiction', 'Politics', 'Philosophy', 'Essays', 'Classics', 'Gender']"
"The Last Hero (Discworld, #27; Rincewind, #7)","['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Graphic Novels', 'Science Fiction Fantasy', 'Magic']"
This is How You Lose the Time War,"['Science Fiction', 'Romance', 'Fiction', 'LGBT', 'Fantasy', 'Queer', 'Time Travel']"
"Trading in Danger (Vatta's War, #1)","['Science Fiction', 'Space Opera', 'Fiction', 'Space', 'Military Fiction', 'Military Science Fiction', 'Science Fiction Fantasy']"
"I, Phoolan Devi","['Nonfiction', 'India', 'Biography', 'Memoir', 'Autobiography', 'Feminism', 'History']"
Iron John: A Book About Men,"['Psychology', 'Nonfiction', 'Philosophy', 'Self Help', 'Mythology', 'Spirituality', 'Poetry']"
Gibbon's Decline and Fall: A Novel,"['Science Fiction', 'Fantasy', 'Fiction', 'Feminism', 'Science Fiction Fantasy', 'Speculative Fiction', 'Dystopia']"
"Iron Kissed (Mercy Thompson, #3)","['Urban Fantasy', 'Fantasy', 'Paranormal', 'Romance', 'Werewolves', 'Vampires', 'Paranormal Romance']"
After,"['Young Adult', 'Realistic Fiction', 'Fiction', 'Contemporary', 'Teen', 'Mystery', 'Crime']"
God Speaks,"['Spirituality', 'Philosophy', 'Religion', 'Mysticism', 'India']"
Nation,"['Fantasy', 'Young Adult', 'Fiction', 'Adventure', 'Historical Fiction', 'Humor', 'Audiobook']"
Endgame,"['Plays', 'Classics', 'Drama', 'Fiction', 'Theatre', 'Irish Literature', 'Literature']"
The Rose Garden,"['Historical Fiction', 'Romance', 'Time Travel', 'Fiction', 'Fantasy', 'Historical', 'Historical Romance']"
Inside the Third Reich,"['History', 'Nonfiction', 'Biography', 'World War II', 'War', 'Memoir', 'Germany']"
100 Common Sense Policies to make BRITAIN GREAT again,['Politics']
The Nightingale,"['Historical Fiction', 'Fiction', 'Historical', 'World War II', 'War', 'Audiobook', 'Adult']"
Bedtime for Frances,"['Picture Books', 'Childrens', 'Fiction', 'Classics', 'Animals', 'Humor', 'Family']"
The Collected Stories of Arthur C. Clarke,"['Science Fiction', 'Short Stories', 'Fiction', 'Anthologies', 'Audiobook', 'Classics', 'Collections']"
A Lion Called Christian: The True Story of the Remarkable Bond Between Two Friends and a Lion,"['Nonfiction', 'Animals', 'Memoir', 'Biography', 'Nature', 'Africa', 'Cats']"
No One Belongs Here More Than You,"['Short Stories', 'Fiction', 'Contemporary', 'Literary Fiction', 'American', 'Adult Fiction', 'Literature']"
The Machine Stops,"['Science Fiction', 'Fiction', 'Short Stories', 'Classics', 'Dystopia', 'Fantasy', 'Literature']"
